,Drill Depth (m),Soil type,X-coordinate,Y-coordinate,Height Above Sea Level,Drill Pressure (kN),Flushing Pressure (kN),Torque
3445,0.4,CLAY,,,,,,
3446,0.45,CLAY,,,,,,
3447,0.5,CLAY,,,,,,
3448,0.55,CLAY,,,,,,
3449,0.6,CLAY,,,,,,
3450,0.65,CLAY,,,,,,
3451,0.7,CLAY,,,,,,
3452,0.75,CLAY,,,,,,
3453,0.8,CLAY,1229969.96,88684.79,63.03,75.0,22.0,0.0
3454,1.4,CLAY,1229969.96,88684.79,61.88,3285.0,4.0,0.0
3455,1.45,CLAY,1229969.96,88684.79,61.78,3455.0,4.0,0.0
3456,1.5,CLAY,1229969.96,88684.79,61.68,3445.0,4.0,0.0
3457,1.55,CLAY,1229969.96,88684.79,61.58,3465.0,4.0,0.0
3458,1.6,CLAY,1229969.96,88684.79,61.48,3525.0,4.0,0.0
3459,1.65,CLAY,1229969.96,88684.79,61.38,3545.0,4.0,0.0
3460,1.7,CLAY,1229969.96,88684.79,61.28,3715.0,4.0,0.0
3461,1.75,CLAY,1229969.96,88684.79,61.18,3395.0,4.0,0.0
3462,1.8,CLAY,1229969.96,88684.79,61.08,3885.0,4.0,0.0
3463,2.3,CLAY,1229969.96,88684.79,60.08,5125.0,4.0,0.0
3464,2.35,CLAY,1229969.96,88684.79,59.98,5095.0,4.0,0.0
3465,2.4,CLAY,1229969.96,88684.79,59.88,5065.0,4.0,0.0
3466,2.45,CLAY,1229969.96,88684.79,59.78,5185.0,4.0,0.0
3467,2.5,CLAY,1229969.96,88684.79,59.68,5165.0,4.0,0.0
3468,3.4,CLAY,1229969.96,88684.79,57.88,5555.0,4.0,0.0
3469,3.45,CLAY,1229969.96,88684.79,57.78,6965.0,5.0,0.0
3470,3.5,CLAY,1229969.96,88684.79,57.68,7125.0,5.0,0.0
3471,3.55,CLAY,1229969.96,88684.79,57.58,7195.0,5.0,0.0
3472,3.6,CLAY,1229969.96,88684.79,57.48,7265.0,5.0,0.0
3473,3.65,CLAY,1229969.96,88684.79,57.38,7885.0,5.0,0.0
3474,3.7,CLAY,1229969.96,88684.79,57.28,8115.0,5.0,0.0
3475,3.75,CLAY,1229969.96,88684.79,57.18,7965.0,5.0,0.0
3476,3.8,CLAY,1229969.96,88684.79,57.08,7885.0,5.0,0.0
3477,4.4,CLAY,1229969.96,88684.79,55.88,7305.0,5.0,0.0
3478,4.45,CLAY,1229969.96,88684.79,55.78,7435.0,4.0,0.0
3479,4.5,CLAY,1229969.96,88684.79,55.68,7465.0,4.0,0.0
3480,4.55,CLAY,1229969.96,88684.79,55.58,7485.0,4.0,0.0
3481,4.6,CLAY,1229969.96,88684.79,55.48,7355.0,4.0,0.0
3482,4.65,CLAY,1229969.96,88684.79,55.38,7615.0,4.0,0.0
3483,4.7,CLAY,1229969.96,88684.79,55.28,7575.0,4.0,0.0
3484,4.75,CLAY,1229969.96,88684.79,55.18,7355.0,4.0,0.0
3485,4.8,CLAY,1229969.96,88684.79,55.08,7545.0,4.0,0.0
3486,5.4,CLAY,1229969.96,88684.79,53.88,5365.0,4.0,0.0
3487,5.45,CLAY,1229969.96,88684.79,53.78,5685.0,4.0,0.0
3488,5.5,CLAY,1229969.96,88684.79,53.68,6525.0,4.0,0.0
3489,5.55,CLAY,1229969.96,88684.79,53.58,7045.0,4.0,0.0
3490,5.6,CLAY,1229969.96,88684.79,53.48,7135.0,4.0,0.0
3491,5.65,CLAY,1229969.96,88684.79,53.38,7235.0,4.0,0.0
3492,5.7,CLAY,1229969.96,88684.79,53.28,7435.0,4.0,0.0
3493,5.75,CLAY,1229969.96,88684.79,53.18,7105.0,4.0,0.0
3494,5.8,CLAY,1229969.96,88684.79,53.08,7405.0,4.0,0.0
3495,6.4,QUICK CLAY,1229969.96,88684.79,51.88,6465.0,4.0,0.0
3496,6.45,QUICK CLAY,1229969.96,88684.79,51.78,6675.0,4.0,0.0
3497,6.5,QUICK CLAY,1229969.96,88684.79,51.68,6315.0,4.0,0.0
3498,6.55,QUICK CLAY,1229969.96,88684.79,51.58,6495.0,4.0,0.0
3499,6.6,QUICK CLAY,1229969.96,88684.79,51.48,6285.0,4.0,0.0
3500,6.65,QUICK CLAY,1229969.96,88684.79,51.38,6285.0,4.0,0.0
3501,6.7,QUICK CLAY,1229969.96,88684.79,51.28,6275.0,4.0,0.0
3502,6.75,QUICK CLAY,1229969.96,88684.79,51.18,5865.0,4.0,0.0
3503,6.8,QUICK CLAY,1229969.96,88684.79,51.08,6115.0,4.0,0.0
3504,7.4,QUICK CLAY,1229969.96,88684.79,49.88,4485.0,5.0,0.0
3505,7.45,QUICK CLAY,1229969.96,88684.79,49.78,5225.0,5.0,0.0
3506,7.5,QUICK CLAY,1229969.96,88684.79,49.68,5585.0,4.0,0.0
3507,7.55,QUICK CLAY,1229969.96,88684.79,49.58,5395.0,4.0,0.0
3508,7.6,QUICK CLAY,1229969.96,88684.79,49.48,5735.0,4.0,0.0
3509,8.4,QUICK CLAY,1229969.96,88684.79,47.88,5435.0,4.0,0.0
3510,9.4,QUICK CLAY,1229969.96,88684.79,45.88,4325.0,4.0,0.0
3511,9.45,QUICK CLAY,1229969.96,88684.79,45.78,4515.0,5.0,0.0
3512,9.5,QUICK CLAY,1229969.96,88684.79,45.68,5245.0,4.0,0.0
3513,9.55,QUICK CLAY,1229969.96,88684.79,45.58,5105.0,4.0,0.0
3514,9.6,QUICK CLAY,1229969.96,88684.79,45.48,5065.0,4.0,0.0
3515,9.65,QUICK CLAY,1229969.96,88684.79,45.38,5135.0,4.0,0.0
3516,9.7,QUICK CLAY,1229969.96,88684.79,45.28,5045.0,4.0,0.0
3517,9.75,QUICK CLAY,1229969.96,88684.79,45.18,5105.0,4.0,0.0
3518,9.8,QUICK CLAY,1229969.96,88684.79,45.08,5235.0,4.0,0.0
3519,0.4,QUICK CLAY,,,,,,
3520,0.45,QUICK CLAY,,,,,,
3521,0.5,QUICK CLAY,,,,,,
3522,0.55,QUICK CLAY,,,,,,
3523,0.6,QUICK CLAY,,,,,,
3524,0.65,QUICK CLAY,,,,,,
3525,0.7,QUICK CLAY,,,,,,
3526,0.75,QUICK CLAY,,,,,,
3527,0.8,QUICK CLAY,,,,,,
3528,1.4,QUICK CLAY,,,,,,
3529,1.45,QUICK CLAY,,,,,,
3530,1.5,QUICK CLAY,,,,,,
3531,1.55,QUICK CLAY,,,,,,
3532,1.6,QUICK CLAY,,,,,,
3533,1.65,QUICK CLAY,,,,,,
3534,1.7,QUICK CLAY,,,,,,
3535,1.75,QUICK CLAY,,,,,,
3536,1.8,QUICK CLAY,,,,,,
3537,2.4,QUICK CLAY,,,,,,
3538,2.45,QUICK CLAY,,,,,,
3539,2.5,QUICK CLAY,,,,,,
3540,2.55,QUICK CLAY,,,,,,
3541,2.6,QUICK CLAY,,,,,,
3542,2.65,QUICK CLAY,,,,,,
3543,2.7,QUICK CLAY,,,,,,
3544,2.75,QUICK CLAY,,,,,,
3545,2.8,QUICK CLAY,,,,,,
3546,3.4,QUICK CLAY,,,,,,
3547,3.45,QUICK CLAY,,,,,,
3548,3.5,QUICK CLAY,,,,,,
3549,3.55,QUICK CLAY,,,,,,
3550,3.6,QUICK CLAY,,,,,,
3551,3.65,QUICK CLAY,,,,,,
3552,3.7,QUICK CLAY,,,,,,
3553,3.75,QUICK CLAY,,,,,,
3554,3.8,QUICK CLAY,,,,,,
3555,4.4,QUICK CLAY,,,,,,
3556,4.45,QUICK CLAY,,,,,,
3557,4.5,QUICK CLAY,,,,,,
3558,4.55,QUICK CLAY,,,,,,
3559,4.6,QUICK CLAY,,,,,,
3560,4.65,QUICK CLAY,,,,,,
3561,4.7,QUICK CLAY,,,,,,
3562,4.75,QUICK CLAY,,,,,,
3563,4.8,QUICK CLAY,,,,,,
3564,5.4,CLAY,,,,,,
3565,5.45,CLAY,,,,,,
3566,5.5,CLAY,,,,,,
3567,5.55,CLAY,,,,,,
3568,5.6,CLAY,,,,,,
3569,5.65,CLAY,,,,,,
3570,5.7,CLAY,,,,,,
3571,5.75,CLAY,,,,,,
3572,5.8,CLAY,,,,,,
3573,6.4,CLAY,1229470.89,88353.3,62.51,71.0,5.0,0.0
3574,6.45,CLAY,1229470.89,88353.3,62.41,161.0,5.0,0.0
3575,6.5,CLAY,1229470.89,88353.3,62.31,81.0,5.0,0.0
3576,6.55,CLAY,1229470.89,88353.3,62.21,71.0,5.0,0.0
3577,6.6,CLAY,1229470.89,88353.3,62.11,11.0,5.0,0.0
3578,6.65,CLAY,1229470.89,88353.3,62.01,-9.0,5.0,0.0
3579,6.7,CLAY,1229470.89,88353.3,61.91,-79.0,5.0,0.0
3580,6.75,CLAY,1229470.89,88353.3,61.81,-159.0,5.0,0.0
3581,6.8,CLAY,1229470.89,88353.3,61.71,-159.0,5.0,0.0
3582,7.4,CLAY,1229470.89,88353.3,60.51,121.0,5.0,0.0
3583,7.45,CLAY,1229470.89,88353.3,60.41,171.0,4.0,0.0
3584,7.5,CLAY,1229470.89,88353.3,60.31,131.0,4.0,0.0
3585,7.55,CLAY,1229470.89,88353.3,60.21,191.0,5.0,0.0
3586,7.6,CLAY,1229470.89,88353.3,60.11,151.0,5.0,0.0
3587,7.65,CLAY,1229470.89,88353.3,60.01,181.0,4.0,0.0
3588,7.7,CLAY,1229470.89,88353.3,59.91,111.0,4.0,0.0
3589,7.75,CLAY,1229470.89,88353.3,59.81,171.0,4.0,0.0
3590,7.8,CLAY,1229470.89,88353.3,59.71,131.0,4.0,0.0
3591,9.4,CLAY,1229470.89,88353.3,56.51,131.0,4.0,0.0
3592,9.45,CLAY,1229470.89,88353.3,56.41,151.0,5.0,0.0
3593,9.5,CLAY,1229470.89,88353.3,56.31,201.0,4.0,0.0
3594,9.55,CLAY,1229470.89,88353.3,56.21,111.0,4.0,0.0
3595,9.6,CLAY,1229470.89,88353.3,56.11,231.0,4.0,0.0
3596,9.65,CLAY,1229470.89,88353.3,56.01,111.0,5.0,0.0
3597,9.7,CLAY,1229470.89,88353.3,55.91,181.0,5.0,0.0
3598,9.75,CLAY,1229470.89,88353.3,55.81,171.0,5.0,0.0
3599,9.8,CLAY,1229470.89,88353.3,55.71,251.0,5.0,0.0
3600,11.4,CLAY,1229470.89,88353.3,52.51,151.0,4.0,0.0
3601,11.45,CLAY,1229470.89,88353.3,52.41,171.0,5.0,0.0
3602,11.5,CLAY,1229470.89,88353.3,52.31,171.0,4.0,0.0
3603,11.55,CLAY,1229470.89,88353.3,52.21,141.0,4.0,0.0
3604,11.6,CLAY,1229470.89,88353.3,52.11,191.0,4.0,0.0
3605,11.65,CLAY,1229470.89,88353.3,52.01,171.0,5.0,0.0
3606,11.7,CLAY,1229470.89,88353.3,51.91,201.0,5.0,0.0
3607,11.75,CLAY,1229470.89,88353.3,51.81,141.0,5.0,0.0
3608,11.8,CLAY,1229470.89,88353.3,51.71,211.0,5.0,0.0
3609,13.4,CLAY,1229470.89,88353.3,48.51,291.0,4.0,0.0
3610,13.45,CLAY,1229470.89,88353.3,48.41,321.0,4.0,0.0
3611,13.5,CLAY,1229470.89,88353.3,48.31,331.0,4.0,0.0
3612,13.55,CLAY,1229470.89,88353.3,48.21,351.0,4.0,0.0
3613,13.6,CLAY,1229470.89,88353.3,48.11,371.0,5.0,0.0
3614,13.65,CLAY,1229470.89,88353.3,48.01,311.0,5.0,0.0
3615,13.7,CLAY,1229470.89,88353.3,47.91,331.0,4.0,0.0
3616,13.75,CLAY,1229470.89,88353.3,47.81,311.0,4.0,0.0
3617,13.8,CLAY,1229470.89,88353.3,47.71,391.0,5.0,0.0
3618,15.4,CLAY,1229470.89,88353.3,44.51,571.0,5.0,0.0
3619,15.45,CLAY,1229470.89,88353.3,44.41,601.0,5.0,0.0
3620,15.5,CLAY,1229470.89,88353.3,44.31,581.0,4.0,0.0
3621,15.55,CLAY,1229470.89,88353.3,44.21,641.0,4.0,0.0
3622,15.6,CLAY,1229470.89,88353.3,44.11,681.0,4.0,0.0
3623,15.65,CLAY,1229470.89,88353.3,44.01,681.0,5.0,0.0
3624,15.7,CLAY,1229470.89,88353.3,43.91,901.0,5.0,0.0
3625,15.75,CLAY,1229470.89,88353.3,43.81,871.0,5.0,0.0
3626,15.8,CLAY,1229470.89,88353.3,43.71,911.0,4.0,0.0
3627,17.4,CLAY,1229470.89,88353.3,40.51,1000.0,4.0,26.0
3628,17.45,CLAY,1229470.89,88353.3,40.41,1020.0,5.0,26.0
3629,17.5,CLAY,1229470.89,88353.3,40.31,991.0,5.0,26.0
3630,17.55,CLAY,1229470.89,88353.3,40.21,1000.0,5.0,26.0
3631,17.6,CLAY,1229470.89,88353.3,40.11,1010.0,4.0,26.0
3632,17.65,CLAY,1229470.89,88353.3,40.01,951.0,5.0,26.0
3633,17.7,CLAY,1229470.89,88353.3,39.91,981.0,4.0,26.0
3634,17.75,CLAY,1229470.89,88353.3,39.81,951.0,4.0,26.0
3635,17.8,CLAY,1229470.89,88353.3,39.71,1000.0,5.0,26.0
3636,19.4,CLAY,1229470.89,88353.3,36.51,1341.0,4.0,26.0
3637,19.45,CLAY,1229470.89,88353.3,36.41,1341.0,4.0,26.0
3638,19.5,CLAY,1229470.89,88353.3,36.31,1341.0,4.0,26.0
3639,19.55,CLAY,1229470.89,88353.3,36.21,1421.0,4.0,26.0
3640,19.6,CLAY,1229470.89,88353.3,36.11,1401.0,5.0,26.0
3641,19.65,CLAY,1229470.89,88353.3,36.01,1461.0,5.0,26.0
3642,19.7,CLAY,1229470.89,88353.3,35.91,1401.0,5.0,26.0
3643,19.75,CLAY,1229470.89,88353.3,35.81,1441.0,4.0,26.0
3644,19.8,CLAY,1229470.89,88353.3,35.71,1481.0,4.0,26.0
3645,0.4,QUICK CLAY,,,,,,
3646,0.45,QUICK CLAY,,,,,,
3647,0.5,QUICK CLAY,,,,,,
3648,0.55,QUICK CLAY,,,,,,
3649,0.6,QUICK CLAY,,,,,,
3650,0.65,QUICK CLAY,,,,,,
3651,0.7,QUICK CLAY,,,,,,
3652,0.75,QUICK CLAY,,,,,,
3653,0.8,QUICK CLAY,,,,,,
3654,1.4,QUICK CLAY,,,,,,
3655,1.45,QUICK CLAY,,,,,,
3656,1.5,QUICK CLAY,,,,,,
3657,1.55,QUICK CLAY,,,,,,
3658,1.6,QUICK CLAY,,,,,,
3659,1.65,QUICK CLAY,,,,,,
3660,1.7,QUICK CLAY,,,,,,
3661,1.75,QUICK CLAY,,,,,,
3662,1.8,QUICK CLAY,,,,,,
3663,2.4,QUICK CLAY,,,,,,
3664,2.45,QUICK CLAY,,,,,,
3665,2.5,QUICK CLAY,,,,,,
3666,2.55,QUICK CLAY,,,,,,
3667,2.6,QUICK CLAY,,,,,,
3668,2.65,QUICK CLAY,,,,,,
3669,2.7,QUICK CLAY,,,,,,
3670,2.75,QUICK CLAY,,,,,,
3671,2.8,QUICK CLAY,,,,,,
3672,3.4,QUICK CLAY,1229476.54,88982.58,62.32,341.0,5.0,21.0
3673,3.45,QUICK CLAY,1229476.54,88982.58,62.22,311.0,4.0,22.0
3674,3.5,QUICK CLAY,1229476.54,88982.58,62.12,361.0,4.0,21.0
3675,3.55,QUICK CLAY,1229476.54,88982.58,62.02,381.0,4.0,21.0
3676,3.6,QUICK CLAY,1229476.54,88982.58,61.92,401.0,4.0,21.0
3677,3.65,QUICK CLAY,1229476.54,88982.58,61.82,361.0,4.0,22.0
3678,3.7,QUICK CLAY,1229476.54,88982.58,61.72,341.0,4.0,22.0
3679,3.75,QUICK CLAY,1229476.54,88982.58,61.62,331.0,4.0,22.0
3680,3.8,QUICK CLAY,1229476.54,88982.58,61.52,341.0,4.0,21.0
3681,4.4,QUICK CLAY,1229476.54,88982.58,60.32,351.0,5.0,22.0
3682,4.45,QUICK CLAY,1229476.54,88982.58,60.22,301.0,5.0,22.0
3683,4.5,QUICK CLAY,1229476.54,88982.58,60.12,351.0,5.0,20.0
3684,4.55,QUICK CLAY,1229476.54,88982.58,60.02,301.0,5.0,22.0
3685,4.6,QUICK CLAY,1229476.54,88982.58,59.92,351.0,5.0,21.0
3686,4.65,QUICK CLAY,1229476.54,88982.58,59.82,271.0,5.0,22.0
3687,4.7,QUICK CLAY,1229476.54,88982.58,59.72,311.0,5.0,22.0
3688,4.75,QUICK CLAY,1229476.54,88982.58,59.62,261.0,5.0,21.0
3689,4.8,QUICK CLAY,1229476.54,88982.58,59.52,211.0,5.0,22.0
3690,5.4,QUICK CLAY,1229476.54,88982.58,58.32,351.0,4.0,22.0
3691,5.45,QUICK CLAY,1229476.54,88982.58,58.22,361.0,5.0,21.0
3692,5.5,QUICK CLAY,1229476.54,88982.58,58.12,361.0,5.0,21.0
3693,5.55,QUICK CLAY,1229476.54,88982.58,58.02,401.0,5.0,22.0
3694,5.6,QUICK CLAY,1229476.54,88982.58,57.92,451.0,5.0,22.0
3695,5.65,QUICK CLAY,1229476.54,88982.58,57.82,421.0,5.0,21.0
3696,5.7,QUICK CLAY,1229476.54,88982.58,57.72,471.0,5.0,23.0
3697,5.75,QUICK CLAY,1229476.54,88982.58,57.62,421.0,5.0,21.0
3698,5.8,QUICK CLAY,1229476.54,88982.58,57.52,401.0,4.0,22.0
3699,6.4,QUICK CLAY,1229476.54,88982.58,56.32,501.0,5.0,21.0
3700,6.45,QUICK CLAY,1229476.54,88982.58,56.22,411.0,5.0,20.0
3701,6.5,QUICK CLAY,1229476.54,88982.58,56.12,441.0,5.0,21.0
3702,6.55,QUICK CLAY,1229476.54,88982.58,56.02,421.0,5.0,22.0
3703,6.6,QUICK CLAY,1229476.54,88982.58,55.92,361.0,5.0,22.0
3704,6.65,QUICK CLAY,1229476.54,88982.58,55.82,381.0,4.0,22.0
3705,6.7,QUICK CLAY,1229476.54,88982.58,55.72,301.0,5.0,22.0
3706,6.75,QUICK CLAY,1229476.54,88982.58,55.62,291.0,5.0,21.0
3707,6.8,QUICK CLAY,1229476.54,88982.58,55.52,291.0,5.0,21.0
3708,7.4,QUICK CLAY,1229476.54,88982.58,54.32,271.0,5.0,21.0
3709,7.45,QUICK CLAY,1229476.54,88982.58,54.22,361.0,5.0,21.0
3710,7.5,QUICK CLAY,1229476.54,88982.58,54.12,341.0,5.0,21.0
3711,7.55,QUICK CLAY,1229476.54,88982.58,54.02,361.0,5.0,20.0
3712,7.6,QUICK CLAY,1229476.54,88982.58,53.92,331.0,5.0,22.0
3713,7.65,QUICK CLAY,1229476.54,88982.58,53.82,371.0,5.0,22.0
3714,7.7,QUICK CLAY,1229476.54,88982.58,53.72,341.0,5.0,22.0
3715,7.75,QUICK CLAY,1229476.54,88982.58,53.62,331.0,4.0,21.0
3716,7.8,QUICK CLAY,1229476.54,88982.58,53.52,321.0,5.0,22.0
3717,8.4,QUICK CLAY,1229476.54,88982.58,52.32,341.0,5.0,21.0
3718,8.45,QUICK CLAY,1229476.54,88982.58,52.22,271.0,5.0,21.0
3719,8.5,QUICK CLAY,1229476.54,88982.58,52.12,271.0,5.0,21.0
3720,8.55,QUICK CLAY,1229476.54,88982.58,52.02,221.0,5.0,22.0
3721,8.6,QUICK CLAY,1229476.54,88982.58,51.92,291.0,5.0,21.0
3722,8.65,QUICK CLAY,1229476.54,88982.58,51.82,231.0,5.0,23.0
3723,8.7,QUICK CLAY,1229476.54,88982.58,51.72,231.0,5.0,22.0
3724,8.75,QUICK CLAY,1229476.54,88982.58,51.62,171.0,5.0,21.0
3725,8.8,QUICK CLAY,1229476.54,88982.58,51.52,101.0,5.0,21.0
3726,9.4,QUICK CLAY,1229476.54,88982.58,50.32,291.0,5.0,21.0
3727,9.45,QUICK CLAY,1229476.54,88982.58,50.22,351.0,5.0,22.0
3728,9.5,QUICK CLAY,1229476.54,88982.58,50.12,321.0,4.0,22.0
3729,9.55,QUICK CLAY,1229476.54,88982.58,50.02,311.0,5.0,21.0
3730,9.6,QUICK CLAY,1229476.54,88982.58,49.92,281.0,5.0,22.0
3731,9.65,QUICK CLAY,1229476.54,88982.58,49.82,351.0,5.0,22.0
3732,9.7,QUICK CLAY,1229476.54,88982.58,49.72,281.0,5.0,21.0
3733,9.75,QUICK CLAY,1229476.54,88982.58,49.62,351.0,5.0,21.0
3734,9.8,QUICK CLAY,1229476.54,88982.58,49.52,321.0,5.0,21.0
3735,10.4,QUICK CLAY,1229476.54,88982.58,48.32,461.0,5.0,21.0
3736,10.45,QUICK CLAY,1229476.54,88982.58,48.22,311.0,5.0,21.0
3737,10.5,QUICK CLAY,1229476.54,88982.58,48.12,311.0,5.0,21.0
3738,10.55,QUICK CLAY,1229476.54,88982.58,48.02,231.0,5.0,22.0
3739,10.6,QUICK CLAY,1229476.54,88982.58,47.92,321.0,5.0,21.0
3740,10.65,QUICK CLAY,1229476.54,88982.58,47.82,271.0,5.0,22.0
3741,10.7,QUICK CLAY,1229476.54,88982.58,47.72,161.0,5.0,21.0
3742,10.75,QUICK CLAY,1229476.54,88982.58,47.62,221.0,5.0,22.0
3743,10.8,QUICK CLAY,1229476.54,88982.58,47.52,41.0,5.0,21.0
3744,0.2,SAND,,,,,,
3745,0.25,SAND,,,,,,
3746,0.3,SAND,,,,,,
3747,0.35,SAND,,,,,,
3748,0.4,SAND,,,,,,
3749,1.4,SAND,,,,,,
3750,1.45,SAND,,,,,,
3751,2.4,SAND,,,,,,
3752,2.45,SAND,,,,,,
3753,3.3,SAND,,,,,,
3754,3.35,SAND,,,,,,
3755,3.4,SAND,,,,,,
3756,3.45,SAND,,,,,,
3757,3.5,SAND,,,,,,
3758,3.55,SAND,,,,,,
3759,4.4,SAND,1235606.94,84587.52,63.28,1452.0,5.0,19.0
3760,4.45,SAND,1235606.94,84587.52,63.18,1192.0,4.0,19.0
3761,5.3,SAND,1235606.94,84587.52,61.48,2032.0,4.0,19.0
3762,5.35,SAND,1235606.94,84587.52,61.38,2102.0,4.0,19.0
3763,0.4,QUICK CLAY,,,,,,
3764,0.45,QUICK CLAY,,,,,,
3765,0.5,QUICK CLAY,,,,,,
3766,0.55,QUICK CLAY,,,,,,
3767,0.6,QUICK CLAY,,,,,,
3768,0.65,QUICK CLAY,,,,,,
3769,0.7,QUICK CLAY,,,,,,
3770,0.75,QUICK CLAY,,,,,,
3771,0.8,QUICK CLAY,,,,,,
3772,1.4,QUICK CLAY,,,,,,
3773,1.45,QUICK CLAY,,,,,,
3774,1.5,QUICK CLAY,,,,,,
3775,1.55,QUICK CLAY,,,,,,
3776,1.6,QUICK CLAY,,,,,,
3777,1.65,QUICK CLAY,,,,,,
3778,1.7,QUICK CLAY,,,,,,
3779,1.75,QUICK CLAY,,,,,,
3780,1.8,QUICK CLAY,,,,,,
3781,2.4,QUICK CLAY,,,,,,
3782,2.45,QUICK CLAY,,,,,,
3783,2.5,QUICK CLAY,,,,,,
3784,2.55,QUICK CLAY,,,,,,
3785,2.6,QUICK CLAY,,,,,,
3786,2.65,QUICK CLAY,,,,,,
3787,2.7,QUICK CLAY,,,,,,
3788,2.75,QUICK CLAY,,,,,,
3789,2.8,QUICK CLAY,,,,,,
3790,3.4,QUICK CLAY,,,,,,
3791,3.45,QUICK CLAY,,,,,,
3792,3.5,QUICK CLAY,,,,,,
3793,3.55,QUICK CLAY,,,,,,
3794,3.6,QUICK CLAY,,,,,,
3795,3.65,QUICK CLAY,,,,,,
3796,3.7,QUICK CLAY,,,,,,
3797,3.75,QUICK CLAY,,,,,,
3798,3.8,QUICK CLAY,,,,,,
3799,4.4,QUICK CLAY,1229681.3,88885.62,61.9,260.0,4.0,19.0
3800,4.45,QUICK CLAY,1229681.3,88885.62,61.8,320.0,4.0,20.0
3801,4.5,QUICK CLAY,1229681.3,88885.62,61.7,300.0,4.0,20.0
3802,4.55,QUICK CLAY,1229681.3,88885.62,61.6,330.0,4.0,19.0
3803,4.6,QUICK CLAY,1229681.3,88885.62,61.5,210.0,4.0,19.0
3804,4.65,QUICK CLAY,1229681.3,88885.62,61.4,240.0,4.0,20.0
3805,4.7,QUICK CLAY,1229681.3,88885.62,61.3,220.0,4.0,20.0
3806,4.75,QUICK CLAY,1229681.3,88885.62,61.2,170.0,4.0,20.0
3807,4.8,QUICK CLAY,1229681.3,88885.62,61.1,170.0,4.0,19.0
3808,5.4,CLAY,1229681.3,88885.62,59.9,280.0,5.0,22.0
3809,5.45,CLAY,1229681.3,88885.62,59.8,320.0,4.0,21.0
3810,5.5,CLAY,1229681.3,88885.62,59.7,290.0,4.0,20.0
3811,5.55,CLAY,1229681.3,88885.62,59.6,280.0,5.0,21.0
3812,5.6,CLAY,1229681.3,88885.62,59.5,280.0,4.0,21.0
3813,5.65,CLAY,1229681.3,88885.62,59.4,280.0,4.0,20.0
3814,5.7,CLAY,1229681.3,88885.62,59.3,300.0,5.0,20.0
3815,5.75,CLAY,1229681.3,88885.62,59.2,330.0,4.0,20.0
3816,5.8,CLAY,1229681.3,88885.62,59.1,280.0,4.0,20.0
3817,6.4,QUICK CLAY,1229681.3,88885.62,57.9,260.0,4.0,20.0
3818,6.45,QUICK CLAY,1229681.3,88885.62,57.8,280.0,5.0,20.0
3819,6.5,QUICK CLAY,1229681.3,88885.62,57.7,240.0,4.0,20.0
3820,6.55,QUICK CLAY,1229681.3,88885.62,57.6,230.0,4.0,19.0
3821,6.6,QUICK CLAY,1229681.3,88885.62,57.5,170.0,5.0,21.0
3822,6.65,QUICK CLAY,1229681.3,88885.62,57.4,220.0,4.0,21.0
3823,6.7,QUICK CLAY,1229681.3,88885.62,57.3,110.0,4.0,21.0
3824,6.75,QUICK CLAY,1229681.3,88885.62,57.2,110.0,5.0,20.0
3825,6.8,QUICK CLAY,1229681.3,88885.62,57.1,70.0,4.0,21.0
3826,7.25,QUICK CLAY,1229681.3,88885.62,56.2,240.0,45.0,21.0
3827,7.3,QUICK CLAY,1229681.3,88885.62,56.1,150.0,4.0,21.0
3828,7.35,QUICK CLAY,1229681.3,88885.62,56.0,220.0,4.0,20.0
3829,7.4,QUICK CLAY,1229681.3,88885.62,55.9,160.0,4.0,21.0
3830,7.45,QUICK CLAY,1229681.3,88885.62,55.8,210.0,5.0,21.0
3831,7.5,QUICK CLAY,1229681.3,88885.62,55.7,200.0,4.0,21.0
3832,7.55,QUICK CLAY,1229681.3,88885.62,55.6,190.0,4.0,20.0
3833,7.6,QUICK CLAY,1229681.3,88885.62,55.5,230.0,4.0,21.0
3834,7.65,QUICK CLAY,1229681.3,88885.62,55.4,190.0,4.0,21.0
3835,0.4,QUICK CLAY,,,,,,
3836,0.45,QUICK CLAY,,,,,,
3837,0.5,QUICK CLAY,,,,,,
3838,0.55,QUICK CLAY,,,,,,
3839,0.6,QUICK CLAY,,,,,,
3840,0.65,QUICK CLAY,,,,,,
3841,0.7,QUICK CLAY,,,,,,
3842,0.75,QUICK CLAY,,,,,,
3843,0.8,QUICK CLAY,,,,,,
3844,1.4,QUICK CLAY,,,,,,
3845,1.45,QUICK CLAY,,,,,,
3846,1.5,QUICK CLAY,,,,,,
3847,1.55,QUICK CLAY,,,,,,
3848,1.6,QUICK CLAY,,,,,,
3849,1.65,QUICK CLAY,,,,,,
3850,1.7,QUICK CLAY,,,,,,
3851,1.75,QUICK CLAY,,,,,,
3852,1.8,QUICK CLAY,,,,,,
3853,2.3,QUICK CLAY,,,,,,
3854,2.35,QUICK CLAY,,,,,,
3855,2.4,QUICK CLAY,,,,,,
3856,2.45,QUICK CLAY,,,,,,
3857,2.5,QUICK CLAY,,,,,,
3858,2.55,QUICK CLAY,,,,,,
3859,2.6,QUICK CLAY,,,,,,
3860,2.65,QUICK CLAY,,,,,,
3861,2.7,QUICK CLAY,,,,,,
3862,2.75,QUICK CLAY,,,,,,
3863,2.8,QUICK CLAY,,,,,,
3864,2.85,QUICK CLAY,,,,,,
